R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Diana Belbita,Liana Jojua,-195,155,59.88023952,135,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Women's Flyweight,FEMALE,3,1,0,0,1.53,0.42,0,2.41,0.66,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,157.48,125,1,0,0,6.53,0.38,0,1,1,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,24,25,0,0,0,0,0,0,0,0,0,-7.62,-15.24,1,-5,0,1.41,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,2:43,163
Jack Shore,Aaron Phillips,-715,475,13.98601399,475,7/15/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Bantamweight,MALE,3,2,0,0,1.87,0.59,0.5,0,0,0,2,6,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,135,0,1,0,3.58,0.5,1.2,4.67,0.57,1,0,3,0,0,0,0,0,1,0,1,Orthodox,172.72,180.34,135,25,30,2,-1,-1,-1,2,3,0,0,-1,2.54,-2.54,5,-1.71,-0.7,-4.67,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,2:29,449
Kamaru Usman,Jorge Masvidal,-240,190,41.66666667,190,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,TRUE,Welterweight,MALE,5,0,3,0,4.33,0.47,0.4,1.7,0.59,4,7,65,1,0,1,8,7,1,0,17,Orthodox,180.34,187.96,170,0,11,0,4.6,0.52,0.2,3.44,0.5,11,0,38,3,0,0,8,2,1,0,11,Switch,182.88,193.04,170,33,36,0,-8,-7,6,-7,27,-2,5,0,-2.54,-5.08,-3,-0.27,0.2,-1.74,1,1,3,0,,,,,,,,0,,,,,6,,,,,,,,3,,,,,,Red,U-DEC,,5,5:00,1500
Alexander Volkanovski,Max Holloway,-210,170,47.61904762,170,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,TRUE,Featherweight,MALE,3,1,0,0,6.66,0.44,0.4,0.24,0.83,13,5,65,7,0,1,5,9,2,0,17,Orthodox,180.34,175.26,145,0,8,0,6.15,0.57,0.4,2.16,0.34,8,0,23,1,0,0,5,3,0,0,8,Orthodox,167.64,180.34,145,31,28,1,-8,5,9,5,42,6,6,2,12.7,-5.08,-3,0.51,0,-1.92,1,1,1,0,,,,,,,,,,0,,,7,,,,,,,,,,1,,,9,Red,S-DEC,,5,5:00,1500
Petr Yan,Jose Aldo,-215,175,46.51162791,175,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,TRUE,Bantamweight,MALE,3,2,0,0,3.47,0.44,0.1,0.64,0.65,15,5,68,14,0,0,7,11,0,0,18,Orthodox,170.18,177.8,135,0,6,0,5.65,0.46,0.2,1.73,0.53,6,0,15,0,0,0,3,3,0,0,6,Switch,170.18,170.18,135,27,33,2,-6,9,12,5,53,14,8,0,0,7.62,6,-2.18,-0.1,-1.09,1,1,6,3,,,,,,,,,,,3,,,,,,,,,,,,13,6,,,Red,KO/TKO,Punches,5,3:24,1404
Jessica Andrade,Rose Namajunas,175,-215,175,46.51162791,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Women's Strawweight,FEMALE,3,1,0,0,3.95,0.42,0.9,2.17,0.55,3,3,25,4,0,0,2,1,3,0,6,Orthodox,165.1,165.1,115,1,0,0,6.55,0.51,0.5,3.21,0.58,4,5,36,3,0,1,5,3,2,0,11,Orthodox,154.94,157.48,115,28,28,0,0,-1,-5,-2,-11,1,-2,1,10.16,7.62,0,-2.6,0.4,-1.04,1,1,2,1,,,1,,,,,,,,,,4,,,2,,,,,,,,,,6,Red,S-DEC,,3,5:00,900
Amanda Ribas,Paige VanZant,-770,500,12.98701299,500,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Flyweight,FEMALE,3,0,1,0,3.4,0.52,1,1.31,0.33,3,3,22,0,0,0,1,2,2,0,5,Orthodox,162.56,165.1,115,0,3,0,4.84,0.44,1.6,2.02,0.5,3,0,8,0,0,0,2,0,1,0,3,Orthodox,160.02,167.64,115,26,26,0,-2,0,2,3,14,0,2,1,2.54,-2.54,0,-1.44,-0.6,-0.71,1,1,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,2:21,141
Volkan Oezdemir,Jiri Prochazka,-159,129,62.89308176,129,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Light Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,193.04,205,0,2,0,4.88,0.45,0,0.39,0.22,3,3,18,1,0,2,0,3,0,0,5,Orthodox,187.96,190.5,205,30,27,0,-2,-3,-5,-3,-18,-1,-3,0,5.08,2.54,-3,-4.88,0,-0.39,1,1,,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2,0:49,349
Elizeu Zaleski dos Santos,Muslim Salikhov,108,-134,108,74.62686567,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Welterweight,MALE,3,0,3,0,2.92,0.46,0,1.22,0.42,3,1,8,0,0,0,1,2,0,0,3,Orthodox,180.34,177.8,170,0,1,0,4.17,0.39,0.5,0.65,0.2,7,2,25,0,0,1,3,3,1,0,8,Orthodox,180.34,185.42,170,33,36,0,2,-4,-5,-1,-17,0,-1,-1,0,-7.62,3,-1.25,-0.5,0.57,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Makwan Amirkhani,Danny Henry,-215,170,46.51162791,170,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Featherweight,MALE,3,1,0,0,5.85,0.53,2.7,0.89,0.33,2,1,5,0,0,0,1,0,1,0,2,Orthodox,182.88,185.42,145,1,0,0,1.6,0.47,1.5,3.39,0.34,3,2,16,0,0,1,1,1,2,0,5,Southpaw,177.8,182.88,145,31,31,0,0,-1,-3,-1,-11,0,-1,-1,5.08,2.54,0,4.25,1.2,-2.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Anaconda Choke,1,3:15,195
Leonardo Santos,Roman Bogatov,-177,145,56.49717514,145,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,155,0,6,1,2.4,0.41,0.4,1.1,0.25,5,0,15,1,0,1,1,2,2,0,6,Orthodox,182.88,190.5,155,40,29,0,-6,-5,-6,0,-15,-1,-2,-2,-10.16,-17.78,-11,-2.4,-0.4,-1.1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Marcin Tybura,Maxim Grishin,-112,-112,89.28571429,89.28571429,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,265,0,1,0,3.52,0.5,0.1,1.54,0.5,3,5,28,0,0,0,3,2,0,0,5,Orthodox,190.5,198.12,249,34,36,0,-1,-3,-5,-5,-28,0,-2,0,0,0,-2,-3.52,-0.1,-1.54,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Raulian Paiva,Zhalgas Zhamagulov,-180,142,55.55555556,142,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch,162.56,162.56,125,0,1,0,4.81,0.43,0.3,0.35,0.2,1,2,6,0,0,0,0,1,0,0,1,Orthodox,172.72,175.26,125,24,31,0,-1,-1,-1,-2,-6,0,-1,0,-10.16,-12.7,7,-4.81,-0.3,-0.35,1,1,,14,,,,,,,,,,,,14,,,,,,,,,,,,,,,Red,,,,,
Karol Rosa,Vanessa Melo,-250,195,40,195,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,3,2,0,0,3.6,0.28,0,0,0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,135,0,1,0,11.4,0.48,0,0,0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,165.1,170.18,135,25,32,2,-1,-1,-1,2,3,0,0,0,0,-5.08,7,-7.8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Martin Day,Davey Grant,-162,130,61.72839506,130,7/11/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Bantamweight,MALE,3,0,1,0,3.13,0.52,0,2.64,0.47,1,3,12,1,0,1,1,0,0,0,2,Orthodox,172.72,175.26,135,1,0,0,5.6,0.49,1,1,0.66,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,135,31,34,-1,1,1,2,2,9,1,0,0,-5.08,-10.16,3,-2.47,-1,1.64,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,2:38,758
Dustin Poirier,Dan Hooker,-225,180,44.44444444,180,6/27/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,5,0,3,0,4.76,0.45,0.3,0.43,0.28,4,4,32,0,0,1,1,6,2,0,10,Switch,182.88,190.5,155,1,0,0,5.51,0.49,1.2,1.55,0.37,5,6,57,2,1,0,5,9,3,0,18,Southpaw,175.26,182.88,155,31,30,-1,3,-1,-8,-2,-25,-2,-3,-1,7.62,7.62,-1,-0.75,-0.9,-1.12,1,1,5,3,,,,,,,,,3,,,,11,,,,,,,,,5,,,,,Red,U-DEC,,5,5:00,1500
Mike Perry,Mickey Gall,-315,235,31.74603175,235,6/27/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,1,0,2.22,0.43,2.7,1.5,0.38,3,2,13,0,0,0,1,0,4,0,5,Switch,187.96,187.96,170,2,0,0,4.27,0.47,0,0.61,0.41,2,6,27,0,0,1,1,4,0,0,6,Orthodox,177.8,180.34,170,28,28,-2,1,1,-1,-4,-14,0,-4,4,10.16,7.62,0,-2.05,2.7,0.89,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Brendan Allen,Kyle Daukaus,-305,235,32.78688525,235,6/27/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,0,0,0,4.53,0.67,4,2,0.4,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,193.04,185,0,2,0,2.62,0.59,4.5,2.68,0.37,2,0,3,0,0,0,0,1,1,0,2,Orthodox,187.96,190.5,185,24,27,0,-2,-2,-2,0,-3,0,-1,-1,2.54,2.54,3,1.91,-0.5,-0.68,1,1,,13,,,,,,,13,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900
Gian Villante,Maurice Greene,180,-230,180,43.47826087,6/27/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Heavyweight,MALE,3,2,0,0,4.19,0.44,0.5,0,0,3,2,8,0,0,1,0,1,1,0,3,Orthodox,200.66,203.2,258,1,0,0,4.26,0.42,0,0.53,0.23,3,10,49,0,0,3,2,5,0,0,10,Orthodox,190.5,193.04,205,34,33,1,0,0,-7,-8,-41,0,-4,1,10.16,10.16,-1,-0.07,0.5,-0.53,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,3,3:44,824
Luis Pena,Khama Worthy,-250,195,40,195,6/27/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,4.94,0.41,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,180.34,187.96,155,0,1,0,3.32,0.46,1,1,0.29,2,2,16,0,0,0,2,1,1,0,4,Southpaw,190.5,190.5,155,26,33,0,0,-1,-3,-2,-15,0,0,-1,-10.16,-2.54,7,1.62,-1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3,2:53,773
Mara Romero Borella,Miranda Maverick,230,-305,230,32.78688525,6/27/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,160.02,165.1,125,3,0,0,2.54,0.37,0.2,1.66,0.43,1,4,14,0,0,1,0,0,1,0,2,Orthodox,167.64,175.26,125,34,22,-3,0,-1,-2,-4,-14,0,0,-1,-7.62,-10.16,-12,-2.54,-0.2,-1.66,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,
Philipe Lins,Tanner Boser,-112,-112,89.28571429,89.28571429,6/27/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Heavyweight,MALE,3,1,0,0,4.17,0.49,0,0,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,187.96,190.5,255,1,0,0,2.73,0.41,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,240,34,28,0,0,1,1,0,3,0,0,0,0,-7.62,-6,1.44,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,2:41,161
Sean Woodson,Julian Erosa,-455,325,21.97802198,325,6/27/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Catch Weight,MALE,3,4,0,0,4.18,0.45,0.8,0.83,0.6,1,4,12,0,0,1,0,0,0,0,1,Southpaw,185.42,187.96,145,0,1,0,5.27,0.43,0,0,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,187.96,198.12,145,28,30,-4,-1,0,0,-4,9,0,0,0,-2.54,-10.16,-2,-1.09,0.8,0.83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,3,2:44,764
Takashi Sato,Jason Witt,-278,215,35.97122302,215,6/27/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,170,1,0,0,3.13,0.36,0,0.82,0.5,1,1,5,0,0,0,0,1,0,0,1,Southpaw,177.8,185.42,170,30,33,1,0,-1,-1,1,-5,0,-1,0,0,-7.62,-3,-3.13,0,-0.82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,0:48,48
Kay Hansen,Jinh Yu Frey,-175,138,57.14285714,138,6/27/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,157.48,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,160.02,115,20,35,0,0,0,0,0,0,0,0,0,-2.54,-160.02,15,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,3,2:26,746
Jordan Griffin,Youssef Zalal,-106,-114,94.33962264,87.71929825,6/27/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,0,1,0,2.07,0.56,2,6,0.5,1,0,3,0,0,0,1,0,0,0,1,Switch,177.8,182.88,145,0,1,0,2.87,0.48,2.5,0.35,0.2,1,2,8,0,0,0,0,0,1,0,1,Southpaw,177.8,185.42,145,30,23,0,0,0,0,-2,-5,0,0,-1,0,-2.54,-7,-0.8,-0.5,5.65,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Curtis Blaydes,Alexander Volkov,-400,325,25,325,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,5,0,1,0,5.36,0.6,0.2,0.75,0.75,4,1,19,0,0,1,2,2,0,0,5,Orthodox,200.66,203.2,250,0,3,0,3.74,0.51,0,6.63,0.55,5,2,25,0,0,0,3,5,0,0,8,Orthodox,193.04,203.2,265,29,31,0,-2,-1,-3,-1,-6,0,-3,0,7.62,0,2,1.62,0.2,-5.88,1,1,7,3,,,,,3,,,,,,,,,,,,,7,,,,,,,,,Red,U-DEC,,5,5:00,1500
Josh Emmett,Shane Burgos,120,-140,120,71.42857143,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,3,0,7.09,0.5,0.2,0.36,1,3,1,19,0,0,1,2,2,1,0,6,Orthodox,180.34,190.5,145,0,2,0,3.63,0.36,0.2,1.5,0.45,2,2,19,0,0,1,2,3,0,0,6,Orthodox,167.64,177.8,145,35,29,0,1,1,0,-1,0,0,-1,1,12.7,12.7,-6,3.46,0,-1.14,1,1,10,8,,,,,,,,,,8,,,,,,,,,,,,,10,,,,Red,U-DEC,,3,5:00,900
Raquel Pennington,Marion Reneau,-160,140,62.5,140,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Bantamweight,FEMALE,3,2,0,1,3.46,0.41,1.1,0.35,1,2,4,27,0,0,0,1,2,2,0,5,Orthodox,167.64,172.72,135,1,0,0,3.32,0.46,0.8,1.13,0.27,4,5,35,1,0,2,3,0,2,0,7,Orthodox,170.18,170.18,135,31,43,1,0,-2,-2,-1,-8,-1,2,0,-2.54,2.54,12,0.14,0.3,-0.78,1,1,10,6,,,,6,,,,,,,,,,,,,10,,,,,,,,,,Red,U-DEC,,3,5:00,900
Belal Muhammad,Lyman Good,-130,110,76.92307692,110,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,1,0,5.32,0.49,0,0.38,1,1,2,10,0,0,0,0,3,0,0,3,Orthodox,182.88,187.96,170,0,2,0,4.37,0.41,0.2,2.15,0.31,4,3,28,0,0,1,4,1,1,0,7,Orthodox,180.34,182.88,170,31,35,0,-1,-3,-4,-1,-18,0,2,-1,2.54,5.08,4,0.95,-0.2,-1.77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Jim Miller,Roosevelt Roberts,200,-240,200,41.66666667,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Catch Weight,MALE,3,0,2,0,3.12,0.49,1.1,1.83,0.57,2,1,12,0,0,0,2,0,2,0,4,Orthodox,187.96,185.42,155,1,0,0,2.83,0.4,1.9,1.69,0.41,7,13,76,0,0,2,6,3,9,0,20,Southpaw,172.72,180.34,155,36,26,-1,2,-5,-16,-12,-64,0,-3,-7,15.24,5.08,-10,0.29,-0.8,0.14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,2:25,145
Clay Guida,Bobby Green,195,-235,195,42.55319149,6/20/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,2,0,1,4.95,0.49,0.3,1.12,0.29,8,7,44,0,0,2,3,1,3,0,9,Orthodox,177.8,180.34,155,1,0,0,2.45,0.33,0.7,3.39,0.38,4,14,84,2,0,3,8,2,4,0,17,Orthodox,170.18,177.8,155,38,33,1,0,4,-8,-7,-40,-2,-1,-1,7.62,2.54,-5,2.5,-0.4,-2.27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Tecia Torres,Brianna Van Buren,175,-210,175,47.61904762,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,4.8,0.38,0,3,0.75,1,0,3,0,0,0,1,0,0,0,1,Southpaw,152.4,157.48,115,4,0,0,4.04,0.47,0.1,0.67,0.14,3,5,32,0,0,0,5,0,1,0,6,Orthodox,154.94,152.4,115,30,26,-4,1,-2,-5,-5,-29,0,0,-1,-2.54,5.08,-4,0.76,-0.1,2.33,1,1,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900
Marc-Andre Barriault,Oskar Piechota,100,-120,100,83.33333333,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,3,0,0,3.19,0.55,1.9,0.76,0.5,2,3,9,0,0,0,1,1,0,0,2,Southpaw,182.88,193.04,185,3,0,0,3.53,0.43,0,0.33,0.16,0,3,9,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,185,30,30,0,0,2,2,0,0,0,1,0,-2.54,5.08,0,-0.34,1.9,0.43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,4:50,590
Cortney Casey,Gillian Robertson,100,-120,100,83.33333333,6/20/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,3,1,0,0,2.18,0.5,1.3,3.44,0.47,2,2,9,0,0,0,0,1,3,0,4,Orthodox,165.1,160.02,125,0,1,0,4.72,0.38,0.7,0.34,0.3,2,6,27,0,0,1,1,1,2,0,5,Orthodox,170.18,170.18,125,33,25,1,-1,0,-1,-4,-18,0,0,1,-5.08,-10.16,-8,-2.54,0.6,3.1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3,4:36,876
Frank Camacho,Justin Jaynes,-340,280,29.41176471,280,6/20/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,155,1,0,0,6.68,0.46,0,1.18,0.45,1,4,14,0,0,1,0,1,0,0,2,Orthodox,177.8,185.42,170,31,30,1,0,-1,-2,4,-14,0,-1,0,-7.62,-15.24,1,-6.68,0,-1.18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,0:41,41
Roxanne Modafferi,Lauren Murphy,-125,105,80,105,6/20/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,3,0,2,0,3.76,0.38,0,1.03,0.32,2,4,24,0,0,2,0,2,0,0,4,Orthodox,165.1,170.18,125,0,1,0,3.06,0.31,0.1,1.45,0.21,1,6,26,2,0,1,1,1,0,0,3,Orthodox,170.18,175.26,125,37,36,0,1,1,1,-2,-2,-2,1,0,-5.08,-5.08,-1,0.7,-0.1,-0.42,1,1,7,6,6,,,,,,,,,,,,,7,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900
Austin Hubbard,Max Rohskopf,160,-185,160,54.05405405,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,155,1,0,0,3.02,0.44,0,1,0.6,1,2,9,0,0,0,1,0,0,0,1,Orthodox,177.8,180.34,155,28,25,-1,0,-1,-1,-2,-9,0,0,0,7.62,7.62,-3,-3.02,0,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2,5:00,600
Jessica Eye,Cynthia Calvillo,120,-130,120,76.92307692,6/13/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,5,0,2,1,4.12,0.43,1.6,1.83,0.43,3,1,12,0,0,0,2,0,3,0,5,Orthodox,162.56,162.56,115,0,1,0,3.79,0.38,0.7,0.46,0.45,3,6,8,1,0,2,2,1,0,0,5,Orthodox,167.64,167.64,125,33,32,0,1,0,0,-5,4,-1,-1,3,-5.08,-5.08,-1,0.33,0.9,1.37,1,1,,1,1,,,,,,,,,,,,12,,,10,,,,,,,,,,,Red,U-DEC,,5,5:00,1500
Karl Roberson,Marvin Vettori,210,-230,210,43.47826087,6/13/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,0,2,1,4.05,0.41,0.6,1.43,0.45,2,2,8,0,0,0,3,0,1,0,4,Southpaw,182.88,187.96,185,0,2,0,3.16,0.52,0.8,1.07,0.57,2,2,7,0,0,1,1,0,2,0,4,Southpaw,185.42,187.96,185,29,26,0,0,0,0,0,1,0,0,-1,-2.54,0,-3,0.89,-0.2,0.36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,4:17,257
Charles Rosa,Kevin Aguilar,170,-185,170,54.05405405,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,2,0,0,3.73,0.36,0,0.24,0.5,2,2,2,0,0,0,2,0,0,0,2,Orthodox,170.18,185.42,155,1,0,0,3.21,0.36,1,2.35,0.34,1,4,15,0,0,0,1,0,2,0,3,Switch,175.26,175.26,145,33,31,1,0,1,-1,-2,-13,0,0,-2,-5.08,10.16,-2,0.52,-1,-2.11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
